pair_id,subject,clip,comparison_type,distortion_type,video_a,video_b,level_a,level_b
1276,0450,pickup_box,reference_vs_distorted,texture_compression,single/0450_pickup_box_reference.mp4,single/0450_pickup_box_texture_compression_moderate.mp4,reference,moderate
1277,0450,pickup_box,reference_vs_distorted,texture_compression,single/0450_pickup_box_texture_compression_severe.mp4,single/0450_pickup_box_reference.mp4,severe,reference
1278,0450,pickup_box,reference_vs_distorted,motion_blur,single/0450_pickup_box_reference.mp4,single/0450_pickup_box_motion_blur_mild.mp4,reference,mild
1279,0450,pickup_box,reference_vs_distorted,motion_blur,single/0450_pickup_box_reference.mp4,single/0450_pickup_box_motion_blur_moderate.mp4,reference,moderate
1280,0450,pickup_box,reference_vs_distorted,motion_blur,single/0450_pickup_box_motion_blur_severe.mp4,single/0450_pickup_box_reference.mp4,severe,reference
1281,0450,pickup_box,adjacent_severity,jitter,single/0450_pickup_box_jitter_moderate.mp4,single/0450_pickup_box_jitter_mild.mp4,moderate,mild
1282,0450,pickup_box,adjacent_severity,jitter,single/0450_pickup_box_jitter_severe.mp4,single/0450_pickup_box_jitter_moderate.mp4,severe,moderate
1283,0450,pickup_box,adjacent_severity,joint_noise,single/0450_pickup_box_joint_noise_moderate.mp4,single/0450_pickup_box_joint_noise_mild.mp4,moderate,mild
1284,0450,pickup_box,adjacent_severity,joint_noise,single/0450_pickup_box_joint_noise_moderate.mp4,single/0450_pickup_box_joint_noise_severe.mp4,moderate,severe
1285,0450,pickup_box,adjacent_severity,frame_drop,single/0450_pickup_box_frame_drop_mild.mp4,single/0450_pickup_box_frame_drop_moderate.mp4,mild,moderate
1286,0450,pickup_box,adjacent_severity,frame_drop,single/0450_pickup_box_frame_drop_moderate.mp4,single/0450_pickup_box_frame_drop_severe.mp4,moderate,severe
1287,0450,pickup_box,adjacent_severity,smoothing,single/0450_pickup_box_smoothing_moderate.mp4,single/0450_pickup_box_smoothing_mild.mp4,moderate,mild
1288,0450,pickup_box,adjacent_severity,smoothing,single/0450_pickup_box_smoothing_severe.mp4,single/0450_pickup_box_smoothing_moderate.mp4,severe,moderate
1289,0450,pickup_box,adjacent_severity,param_quantization,single/0450_pickup_box_param_quantization_moderate.mp4,single/0450_pickup_box_param_quantization_mild.mp4,moderate,mild
1290,0450,pickup_box,adjacent_severity,param_quantization,single/0450_pickup_box_param_quantization_moderate.mp4,single/0450_pickup_box_param_quantization_severe.mp4,moderate,severe
1291,0450,pickup_box,adjacent_severity,vertex_quantization,single/0450_pickup_box_vertex_quantization_mild.mp4,single/0450_pickup_box_vertex_quantization_moderate.mp4,mild,moderate
1292,0450,pickup_box,adjacent_severity,vertex_quantization,single/0450_pickup_box_vertex_quantization_severe.mp4,single/0450_pickup_box_vertex_quantization_moderate.mp4,severe,moderate
1293,0450,pickup_box,adjacent_severity,mesh_decimation,single/0450_pickup_box_mesh_decimation_moderate.mp4,single/0450_pickup_box_mesh_decimation_mild.mp4,moderate,mild
1294,0450,pickup_box,adjacent_severity,mesh_decimation,single/0450_pickup_box_mesh_decimation_moderate.mp4,single/0450_pickup_box_mesh_decimation_severe.mp4,moderate,severe
1295,0450,pickup_box,adjacent_severity,texture_compression,single/0450_pickup_box_texture_compression_mild.mp4,single/0450_pickup_box_texture_compression_moderate.mp4,mild,moderate
1296,0450,pickup_box,adjacent_severity,texture_compression,single/0450_pickup_box_texture_compression_severe.mp4,single/0450_pickup_box_texture_compression_moderate.mp4,severe,moderate
1297,0450,pickup_box,adjacent_severity,motion_blur,single/0450_pickup_box_motion_blur_mild.mp4,single/0450_pickup_box_motion_blur_moderate.mp4,mild,moderate
1298,0450,pickup_box,adjacent_severity,motion_blur,single/0450_pickup_box_motion_blur_moderate.mp4,single/0450_pickup_box_motion_blur_severe.mp4,moderate,severe
1299,0450,pickup_box,reference_vs_mixed,jitter+texture_compression,single/0450_pickup_box_reference.mp4,mixed/0450_pickup_box_jitter+texture_compression_mild+mild.mp4,reference,mild+mild
1300,0450,pickup_box,reference_vs_mixed,jitter+texture_compression,mixed/0450_pickup_box_jitter+texture_compression_severe+severe.mp4,single/0450_pickup_box_reference.mp4,severe+severe,reference
1301,0450,pickup_box,reference_vs_mixed,frame_drop+mesh_decimation,mixed/0450_pickup_box_frame_drop+mesh_decimation_mild+mild.mp4,single/0450_pickup_box_reference.mp4,mild+mild,reference
1302,0450,pickup_box,reference_vs_mixed,frame_drop+mesh_decimation,single/0450_pickup_box_reference.mp4,mixed/0450_pickup_box_frame_drop+mesh_decimation_severe+severe.mp4,reference,severe+severe
1303,0450,pickup_box,reference_vs_mixed,joint_noise+vertex_quantization,single/0450_pickup_box_reference.mp4,mixed/0450_pickup_box_joint_noise+vertex_quantization_mild+mild.mp4,reference,mild+mild
1304,0450,pickup_box,reference_vs_mixed,joint_noise+vertex_quantization,single/0450_pickup_box_reference.mp4,mixed/0450_pickup_box_joint_noise+vertex_quantization_severe+severe.mp4,reference,severe+severe
1305,0450,pickup_box,reference_vs_mixed,smoothing+texture_compression,single/0450_pickup_box_reference.mp4,mixed/0450_pickup_box_smoothing+texture_compression_mild+mild.mp4,reference,mild+mild
1306,0450,pickup_box,reference_vs_mixed,smoothing+texture_compression,mixed/0450_pickup_box_smoothing+texture_compression_severe+severe.mp4,single/0450_pickup_box_reference.mp4,severe+severe,reference
1307,0450,pickup_box,reference_vs_mixed,param_quantization+mesh_decimation,single/0450_pickup_box_reference.mp4,mixed/0450_pickup_box_param_quantization+mesh_decimation_mild+mild.mp4,reference,mild+mild
1308,0450,pickup_box,reference_vs_mixed,param_quantization+mesh_decimation,single/0450_pickup_box_reference.mp4,mixed/0450_pickup_box_param_quantization+mesh_decimation_severe+severe.mp4,reference,severe+severe
1309,0450,pickup_box,reference_vs_mixed,motion_blur+vertex_quantization,single/0450_pickup_box_reference.mp4,mixed/0450_pickup_box_motion_blur+vertex_quantization_mild+mild.mp4,reference,mild+mild
1310,0450,pickup_box,reference_vs_mixed,motion_blur+vertex_quantization,mixed/0450_pickup_box_motion_blur+vertex_quantization_severe+severe.mp4,single/0450_pickup_box_reference.mp4,severe+severe,reference
1311,0450,run,reference_vs_distorted,jitter,single/0450_run_jitter_mild.mp4,single/0450_run_reference.mp4,mild,reference
1312,0450,run,reference_vs_distorted,jitter,single/0450_run_reference.mp4,single/0450_run_jitter_moderate.mp4,reference,moderate
1313,0450,run,reference_vs_distorted,jitter,single/0450_run_jitter_severe.mp4,single/0450_run_reference.mp4,severe,reference
1314,0450,run,reference_vs_distorted,joint_noise,single/0450_run_reference.mp4,single/0450_run_joint_noise_mild.mp4,reference,mild
1315,0450,run,reference_vs_distorted,joint_noise,single/0450_run_reference.mp4,single/0450_run_joint_noise_moderate.mp4,reference,moderate
1316,0450,run,reference_vs_distorted,joint_noise,single/0450_run_joint_noise_severe.mp4,single/0450_run_reference.mp4,severe,reference
1317,0450,run,reference_vs_distorted,frame_drop,single/0450_run_frame_drop_mild.mp4,single/0450_run_reference.mp4,mild,reference
1318,0450,run,reference_vs_distorted,frame_drop,single/0450_run_frame_drop_moderate.mp4,single/0450_run_reference.mp4,moderate,reference
1319,0450,run,reference_vs_distorted,frame_drop,single/0450_run_reference.mp4,single/0450_run_frame_drop_severe.mp4,reference,severe
1320,0450,run,reference_vs_distorted,smoothing,single/0450_run_reference.mp4,single/0450_run_smoothing_mild.mp4,reference,mild
1321,0450,run,reference_vs_distorted,smoothing,single/0450_run_smoothing_moderate.mp4,single/0450_run_reference.mp4,moderate,reference
1322,0450,run,reference_vs_distorted,smoothing,single/0450_run_reference.mp4,single/0450_run_smoothing_severe.mp4,reference,severe
1323,0450,run,reference_vs_distorted,param_quantization,single/0450_run_reference.mp4,single/0450_run_param_quantization_mild.mp4,reference,mild
1324,0450,run,reference_vs_distorted,param_quantization,single/0450_run_reference.mp4,single/0450_run_param_quantization_moderate.mp4,reference,moderate
1325,0450,run,reference_vs_distorted,param_quantization,single/0450_run_reference.mp4,single/0450_run_param_quantization_severe.mp4,reference,severe
1326,0450,run,reference_vs_distorted,vertex_quantization,single/0450_run_reference.mp4,single/0450_run_vertex_quantization_mild.mp4,reference,mild
1327,0450,run,reference_vs_distorted,vertex_quantization,single/0450_run_vertex_quantization_moderate.mp4,single/0450_run_reference.mp4,moderate,reference
1328,0450,run,reference_vs_distorted,vertex_quantization,single/0450_run_vertex_quantization_severe.mp4,single/0450_run_reference.mp4,severe,reference
1329,0450,run,reference_vs_distorted,mesh_decimation,single/0450_run_mesh_decimation_mild.mp4,single/0450_run_reference.mp4,mild,reference
1330,0450,run,reference_vs_distorted,mesh_decimation,single/0450_run_mesh_decimation_moderate.mp4,single/0450_run_reference.mp4,moderate,reference
1331,0450,run,reference_vs_distorted,mesh_decimation,single/0450_run_reference.mp4,single/0450_run_mesh_decimation_severe.mp4,reference,severe
1332,0450,run,reference_vs_distorted,texture_compression,single/0450_run_reference.mp4,single/0450_run_texture_compression_mild.mp4,reference,mild
1333,0450,run,reference_vs_distorted,texture_compression,single/0450_run_texture_compression_moderate.mp4,single/0450_run_reference.mp4,moderate,reference
1334,0450,run,reference_vs_distorted,texture_compression,single/0450_run_reference.mp4,single/0450_run_texture_compression_severe.mp4,reference,severe
1335,0450,run,reference_vs_distorted,motion_blur,single/0450_run_motion_blur_mild.mp4,single/0450_run_reference.mp4,mild,reference
1336,0450,run,reference_vs_distorted,motion_blur,single/0450_run_motion_blur_moderate.mp4,single/0450_run_reference.mp4,moderate,reference
1337,0450,run,reference_vs_distorted,motion_blur,single/0450_run_reference.mp4,single/0450_run_motion_blur_severe.mp4,reference,severe
1338,0450,run,adjacent_severity,jitter,single/0450_run_jitter_moderate.mp4,single/0450_run_jitter_mild.mp4,moderate,mild
1339,0450,run,adjacent_severity,jitter,single/0450_run_jitter_severe.mp4,single/0450_run_jitter_moderate.mp4,severe,moderate
1340,0450,run,adjacent_severity,joint_noise,single/0450_run_joint_noise_mild.mp4,single/0450_run_joint_noise_moderate.mp4,mild,moderate
1341,0450,run,adjacent_severity,joint_noise,single/0450_run_joint_noise_moderate.mp4,single/0450_run_joint_noise_severe.mp4,moderate,severe
1342,0450,run,adjacent_severity,frame_drop,single/0450_run_frame_drop_moderate.mp4,single/0450_run_frame_drop_mild.mp4,moderate,mild
1343,0450,run,adjacent_severity,frame_drop,single/0450_run_frame_drop_severe.mp4,single/0450_run_frame_drop_moderate.mp4,severe,moderate
1344,0450,run,adjacent_severity,smoothing,single/0450_run_smoothing_moderate.mp4,single/0450_run_smoothing_mild.mp4,moderate,mild
1345,0450,run,adjacent_severity,smoothing,single/0450_run_smoothing_severe.mp4,single/0450_run_smoothing_moderate.mp4,severe,moderate
1346,0450,run,adjacent_severity,param_quantization,single/0450_run_param_quantization_moderate.mp4,single/0450_run_param_quantization_mild.mp4,moderate,mild
1347,0450,run,adjacent_severity,param_quantization,single/0450_run_param_quantization_severe.mp4,single/0450_run_param_quantization_moderate.mp4,severe,moderate
1348,0450,run,adjacent_severity,vertex_quantization,single/0450_run_vertex_quantization_moderate.mp4,single/0450_run_vertex_quantization_mild.mp4,moderate,mild
1349,0450,run,adjacent_severity,vertex_quantization,single/0450_run_vertex_quantization_moderate.mp4,single/0450_run_vertex_quantization_severe.mp4,moderate,severe
1350,0450,run,adjacent_severity,mesh_decimation,single/0450_run_mesh_decimation_mild.mp4,single/0450_run_mesh_decimation_moderate.mp4,mild,moderate
1351,0450,run,adjacent_severity,mesh_decimation,single/0450_run_mesh_decimation_severe.mp4,single/0450_run_mesh_decimation_moderate.mp4,severe,moderate
1352,0450,run,adjacent_severity,texture_compression,single/0450_run_texture_compression_mild.mp4,single/0450_run_texture_compression_moderate.mp4,mild,moderate
1353,0450,run,adjacent_severity,texture_compression,single/0450_run_texture_compression_moderate.mp4,single/0450_run_texture_compression_severe.mp4,moderate,severe
1354,0450,run,adjacent_severity,motion_blur,single/0450_run_motion_blur_moderate.mp4,single/0450_run_motion_blur_mild.mp4,moderate,mild
1355,0450,run,adjacent_severity,motion_blur,single/0450_run_motion_blur_severe.mp4,single/0450_run_motion_blur_moderate.mp4,severe,moderate
1356,0450,run,reference_vs_mixed,jitter+texture_compression,mixed/0450_run_jitter+texture_compression_mild+mild.mp4,single/0450_run_reference.mp4,mild+mild,reference
1357,0450,run,reference_vs_mixed,jitter+texture_compression,single/0450_run_reference.mp4,mixed/0450_run_jitter+texture_compression_severe+severe.mp4,reference,severe+severe
1358,0450,run,reference_vs_mixed,frame_drop+mesh_decimation,single/0450_run_reference.mp4,mixed/0450_run_frame_drop+mesh_decimation_mild+mild.mp4,reference,mild+mild
1359,0450,run,reference_vs_mixed,frame_drop+mesh_decimation,single/0450_run_reference.mp4,mixed/0450_run_frame_drop+mesh_decimation_severe+severe.mp4,reference,severe+severe
1360,0450,run,reference_vs_mixed,joint_noise+vertex_quantization,mixed/0450_run_joint_noise+vertex_quantization_mild+mild.mp4,single/0450_run_reference.mp4,mild+mild,reference
1361,0450,run,reference_vs_mixed,joint_noise+vertex_quantization,single/0450_run_reference.mp4,mixed/0450_run_joint_noise+vertex_quantization_severe+severe.mp4,reference,severe+severe
1362,0450,run,reference_vs_mixed,smoothing+texture_compression,mixed/0450_run_smoothing+texture_compression_mild+mild.mp4,single/0450_run_reference.mp4,mild+mild,reference
1363,0450,run,reference_vs_mixed,smoothing+texture_compression,mixed/0450_run_smoothing+texture_compression_severe+severe.mp4,single/0450_run_reference.mp4,severe+severe,reference
1364,0450,run,reference_vs_mixed,param_quantization+mesh_decimation,single/0450_run_reference.mp4,mixed/0450_run_param_quantization+mesh_decimation_mild+mild.mp4,reference,mild+mild
1365,0450,run,reference_vs_mixed,param_quantization+mesh_decimation,mixed/0450_run_param_quantization+mesh_decimation_severe+severe.mp4,single/0450_run_reference.mp4,severe+severe,reference
1366,0450,run,reference_vs_mixed,motion_blur+vertex_quantization,mixed/0450_run_motion_blur+vertex_quantization_mild+mild.mp4,single/0450_run_reference.mp4,mild+mild,reference
1367,0450,run,reference_vs_mixed,motion_blur+vertex_quantization,single/0450_run_reference.mp4,mixed/0450_run_motion_blur+vertex_quantization_severe+severe.mp4,reference,severe+severe
1368,0450,walk,reference_vs_distorted,jitter,single/0450_walk_reference.mp4,single/0450_walk_jitter_mild.mp4,reference,mild
1369,0450,walk,reference_vs_distorted,jitter,single/0450_walk_jitter_moderate.mp4,single/0450_walk_reference.mp4,moderate,reference
1370,0450,walk,reference_vs_distorted,jitter,single/0450_walk_reference.mp4,single/0450_walk_jitter_severe.mp4,reference,severe
1371,0450,walk,reference_vs_distorted,joint_noise,single/0450_walk_joint_noise_mild.mp4,single/0450_walk_reference.mp4,mild,reference
1372,0450,walk,reference_vs_distorted,joint_noise,single/0450_walk_reference.mp4,single/0450_walk_joint_noise_moderate.mp4,reference,moderate
1373,0450,walk,reference_vs_distorted,joint_noise,single/0450_walk_joint_noise_severe.mp4,single/0450_walk_reference.mp4,severe,reference
1374,0450,walk,reference_vs_distorted,frame_drop,single/0450_walk_frame_drop_mild.mp4,single/0450_walk_reference.mp4,mild,reference
1375,0450,walk,reference_vs_distorted,frame_drop,single/0450_walk_frame_drop_moderate.mp4,single/0450_walk_reference.mp4,moderate,reference
1376,0450,walk,reference_vs_distorted,frame_drop,single/0450_walk_reference.mp4,single/0450_walk_frame_drop_severe.mp4,reference,severe
1377,0450,walk,reference_vs_distorted,smoothing,single/0450_walk_smoothing_mild.mp4,single/0450_walk_reference.mp4,mild,reference
1378,0450,walk,reference_vs_distorted,smoothing,single/0450_walk_smoothing_moderate.mp4,single/0450_walk_reference.mp4,moderate,reference
1379,0450,walk,reference_vs_distorted,smoothing,single/0450_walk_smoothing_severe.mp4,single/0450_walk_reference.mp4,severe,reference
1380,0450,walk,reference_vs_distorted,param_quantization,single/0450_walk_param_quantization_mild.mp4,single/0450_walk_reference.mp4,mild,reference
1381,0450,walk,reference_vs_distorted,param_quantization,single/0450_walk_param_quantization_moderate.mp4,single/0450_walk_reference.mp4,moderate,reference
1382,0450,walk,reference_vs_distorted,param_quantization,single/0450_walk_param_quantization_severe.mp4,single/0450_walk_reference.mp4,severe,reference
1383,0450,walk,reference_vs_distorted,vertex_quantization,single/0450_walk_vertex_quantization_mild.mp4,single/0450_walk_reference.mp4,mild,reference
1384,0450,walk,reference_vs_distorted,vertex_quantization,single/0450_walk_reference.mp4,single/0450_walk_vertex_quantization_moderate.mp4,reference,moderate
1385,0450,walk,reference_vs_distorted,vertex_quantization,single/0450_walk_vertex_quantization_severe.mp4,single/0450_walk_reference.mp4,severe,reference
1386,0450,walk,reference_vs_distorted,mesh_decimation,single/0450_walk_reference.mp4,single/0450_walk_mesh_decimation_mild.mp4,reference,mild
1387,0450,walk,reference_vs_distorted,mesh_decimation,single/0450_walk_mesh_decimation_moderate.mp4,single/0450_walk_reference.mp4,moderate,reference
1388,0450,walk,reference_vs_distorted,mesh_decimation,single/0450_walk_reference.mp4,single/0450_walk_mesh_decimation_severe.mp4,reference,severe
1389,0450,walk,reference_vs_distorted,texture_compression,single/0450_walk_texture_compression_mild.mp4,single/0450_walk_reference.mp4,mild,reference
1390,0450,walk,reference_vs_distorted,texture_compression,single/0450_walk_reference.mp4,single/0450_walk_texture_compression_moderate.mp4,reference,moderate
1391,0450,walk,reference_vs_distorted,texture_compression,single/0450_walk_texture_compression_severe.mp4,single/0450_walk_reference.mp4,severe,reference
1392,0450,walk,reference_vs_distorted,motion_blur,single/0450_walk_reference.mp4,single/0450_walk_motion_blur_mild.mp4,reference,mild
1393,0450,walk,reference_vs_distorted,motion_blur,single/0450_walk_reference.mp4,single/0450_walk_motion_blur_moderate.mp4,reference,moderate
1394,0450,walk,reference_vs_distorted,motion_blur,single/0450_walk_reference.mp4,single/0450_walk_motion_blur_severe.mp4,reference,severe
1395,0450,walk,adjacent_severity,jitter,single/0450_walk_jitter_mild.mp4,single/0450_walk_jitter_moderate.mp4,mild,moderate
1396,0450,walk,adjacent_severity,jitter,single/0450_walk_jitter_moderate.mp4,single/0450_walk_jitter_severe.mp4,moderate,severe
1397,0450,walk,adjacent_severity,joint_noise,single/0450_walk_joint_noise_mild.mp4,single/0450_walk_joint_noise_moderate.mp4,mild,moderate
1398,0450,walk,adjacent_severity,joint_noise,single/0450_walk_joint_noise_moderate.mp4,single/0450_walk_joint_noise_severe.mp4,moderate,severe
1399,0450,walk,adjacent_severity,frame_drop,single/0450_walk_frame_drop_moderate.mp4,single/0450_walk_frame_drop_mild.mp4,moderate,mild
1400,0450,walk,adjacent_severity,frame_drop,single/0450_walk_frame_drop_moderate.mp4,single/0450_walk_frame_drop_severe.mp4,moderate,severe
1401,0450,walk,adjacent_severity,smoothing,single/0450_walk_smoothing_mild.mp4,single/0450_walk_smoothing_moderate.mp4,mild,moderate
1402,0450,walk,adjacent_severity,smoothing,single/0450_walk_smoothing_moderate.mp4,single/0450_walk_smoothing_severe.mp4,moderate,severe
1403,0450,walk,adjacent_severity,param_quantization,single/0450_walk_param_quantization_moderate.mp4,single/0450_walk_param_quantization_mild.mp4,moderate,mild
1404,0450,walk,adjacent_severity,param_quantization,single/0450_walk_param_quantization_severe.mp4,single/0450_walk_param_quantization_moderate.mp4,severe,moderate
1405,0450,walk,adjacent_severity,vertex_quantization,single/0450_walk_vertex_quantization_moderate.mp4,single/0450_walk_vertex_quantization_mild.mp4,moderate,mild
1406,0450,walk,adjacent_severity,vertex_quantization,single/0450_walk_vertex_quantization_moderate.mp4,single/0450_walk_vertex_quantization_severe.mp4,moderate,severe
1407,0450,walk,adjacent_severity,mesh_decimation,single/0450_walk_mesh_decimation_moderate.mp4,single/0450_walk_mesh_decimation_mild.mp4,moderate,mild
1408,0450,walk,adjacent_severity,mesh_decimation,single/0450_walk_mesh_decimation_moderate.mp4,single/0450_walk_mesh_decimation_severe.mp4,moderate,severe
1409,0450,walk,adjacent_severity,texture_compression,single/0450_walk_texture_compression_mild.mp4,single/0450_walk_texture_compression_moderate.mp4,mild,moderate
1410,0450,walk,adjacent_severity,texture_compression,single/0450_walk_texture_compression_moderate.mp4,single/0450_walk_texture_compression_severe.mp4,moderate,severe
1411,0450,walk,adjacent_severity,motion_blur,single/0450_walk_motion_blur_moderate.mp4,single/0450_walk_motion_blur_mild.mp4,moderate,mild
1412,0450,walk,adjacent_severity,motion_blur,single/0450_walk_motion_blur_severe.mp4,single/0450_walk_motion_blur_moderate.mp4,severe,moderate
1413,0450,walk,reference_vs_mixed,jitter+texture_compression,mixed/0450_walk_jitter+texture_compression_mild+mild.mp4,single/0450_walk_reference.mp4,mild+mild,reference
1414,0450,walk,reference_vs_mixed,jitter+texture_compression,single/0450_walk_reference.mp4,mixed/0450_walk_jitter+texture_compression_severe+severe.mp4,reference,severe+severe
1415,0450,walk,reference_vs_mixed,frame_drop+mesh_decimation,mixed/0450_walk_frame_drop+mesh_decimation_mild+mild.mp4,single/0450_walk_reference.mp4,mild+mild,reference
1416,0450,walk,reference_vs_mixed,frame_drop+mesh_decimation,single/0450_walk_reference.mp4,mixed/0450_walk_frame_drop+mesh_decimation_severe+severe.mp4,reference,severe+severe
1417,0450,walk,reference_vs_mixed,joint_noise+vertex_quantization,mixed/0450_walk_joint_noise+vertex_quantization_mild+mild.mp4,single/0450_walk_reference.mp4,mild+mild,reference
1418,0450,walk,reference_vs_mixed,joint_noise+vertex_quantization,single/0450_walk_reference.mp4,mixed/0450_walk_joint_noise+vertex_quantization_severe+severe.mp4,reference,severe+severe
1419,0450,walk,reference_vs_mixed,smoothing+texture_compression,mixed/0450_walk_smoothing+texture_compression_mild+mild.mp4,single/0450_walk_reference.mp4,mild+mild,reference
1420,0450,walk,reference_vs_mixed,smoothing+texture_compression,mixed/0450_walk_smoothing+texture_compression_severe+severe.mp4,single/0450_walk_reference.mp4,severe+severe,reference
1421,0450,walk,reference_vs_mixed,param_quantization+mesh_decimation,mixed/0450_walk_param_quantization+mesh_decimation_mild+mild.mp4,single/0450_walk_reference.mp4,mild+mild,reference
1422,0450,walk,reference_vs_mixed,param_quantization+mesh_decimation,single/0450_walk_reference.mp4,mixed/0450_walk_param_quantization+mesh_decimation_severe+severe.mp4,reference,severe+severe
1423,0450,walk,reference_vs_mixed,motion_blur+vertex_quantization,single/0450_walk_reference.mp4,mixed/0450_walk_motion_blur+vertex_quantization_mild+mild.mp4,reference,mild+mild
1424,0450,walk,reference_vs_mixed,motion_blur+vertex_quantization,mixed/0450_walk_motion_blur+vertex_quantization_severe+severe.mp4,single/0450_walk_reference.mp4,severe+severe,reference
1425,0500,bmlmovi_walk,reference_vs_distorted,jitter,single/0500_bmlmovi_walk_reference.mp4,single/0500_bmlmovi_walk_jitter_mild.mp4,reference,mild
1426,0500,bmlmovi_walk,reference_vs_distorted,jitter,single/0500_bmlmovi_walk_jitter_moderate.mp4,single/0500_bmlmovi_walk_reference.mp4,moderate,reference
1427,0500,bmlmovi_walk,reference_vs_distorted,jitter,single/0500_bmlmovi_walk_reference.mp4,single/0500_bmlmovi_walk_jitter_severe.mp4,reference,severe
1428,0500,bmlmovi_walk,reference_vs_distorted,joint_noise,single/0500_bmlmovi_walk_joint_noise_mild.mp4,single/0500_bmlmovi_walk_reference.mp4,mild,reference
1429,0500,bmlmovi_walk,reference_vs_distorted,joint_noise,single/0500_bmlmovi_walk_reference.mp4,single/0500_bmlmovi_walk_joint_noise_moderate.mp4,reference,moderate
1430,0500,bmlmovi_walk,reference_vs_distorted,joint_noise,single/0500_bmlmovi_walk_reference.mp4,single/0500_bmlmovi_walk_joint_noise_severe.mp4,reference,severe
1431,0500,bmlmovi_walk,reference_vs_distorted,frame_drop,single/0500_bmlmovi_walk_reference.mp4,single/0500_bmlmovi_walk_frame_drop_mild.mp4,reference,mild
1432,0500,bmlmovi_walk,reference_vs_distorted,frame_drop,single/0500_bmlmovi_walk_reference.mp4,single/0500_bmlmovi_walk_frame_drop_moderate.mp4,reference,moderate
1433,0500,bmlmovi_walk,reference_vs_distorted,frame_drop,single/0500_bmlmovi_walk_reference.mp4,single/0500_bmlmovi_walk_frame_drop_severe.mp4,reference,severe
1434,0500,bmlmovi_walk,reference_vs_distorted,smoothing,single/0500_bmlmovi_walk_reference.mp4,single/0500_bmlmovi_walk_smoothing_mild.mp4,reference,mild
1435,0500,bmlmovi_walk,reference_vs_distorted,smoothing,single/0500_bmlmovi_walk_smoothing_moderate.mp4,single/0500_bmlmovi_walk_reference.mp4,moderate,reference
1436,0500,bmlmovi_walk,reference_vs_distorted,smoothing,single/0500_bmlmovi_walk_reference.mp4,single/0500_bmlmovi_walk_smoothing_severe.mp4,reference,severe
1437,0500,bmlmovi_walk,reference_vs_distorted,param_quantization,single/0500_bmlmovi_walk_reference.mp4,single/0500_bmlmovi_walk_param_quantization_mild.mp4,reference,mild
1438,0500,bmlmovi_walk,reference_vs_distorted,param_quantization,single/0500_bmlmovi_walk_reference.mp4,single/0500_bmlmovi_walk_param_quantization_moderate.mp4,reference,moderate
1439,0500,bmlmovi_walk,reference_vs_distorted,param_quantization,single/0500_bmlmovi_walk_reference.mp4,single/0500_bmlmovi_walk_param_quantization_severe.mp4,reference,severe
1440,0500,bmlmovi_walk,reference_vs_distorted,vertex_quantization,single/0500_bmlmovi_walk_reference.mp4,single/0500_bmlmovi_walk_vertex_quantization_mild.mp4,reference,mild
1441,0500,bmlmovi_walk,reference_vs_distorted,vertex_quantization,single/0500_bmlmovi_walk_vertex_quantization_moderate.mp4,single/0500_bmlmovi_walk_reference.mp4,moderate,reference
1442,0500,bmlmovi_walk,reference_vs_distorted,vertex_quantization,single/0500_bmlmovi_walk_vertex_quantization_severe.mp4,single/0500_bmlmovi_walk_reference.mp4,severe,reference
1443,0500,bmlmovi_walk,reference_vs_distorted,mesh_decimation,single/0500_bmlmovi_walk_reference.mp4,single/0500_bmlmovi_walk_mesh_decimation_mild.mp4,reference,mild
1444,0500,bmlmovi_walk,reference_vs_distorted,mesh_decimation,single/0500_bmlmovi_walk_mesh_decimation_moderate.mp4,single/0500_bmlmovi_walk_reference.mp4,moderate,reference
1445,0500,bmlmovi_walk,reference_vs_distorted,mesh_decimation,single/0500_bmlmovi_walk_mesh_decimation_severe.mp4,single/0500_bmlmovi_walk_reference.mp4,severe,reference
1446,0500,bmlmovi_walk,reference_vs_distorted,texture_compression,single/0500_bmlmovi_walk_reference.mp4,single/0500_bmlmovi_walk_texture_compression_mild.mp4,reference,mild
1447,0500,bmlmovi_walk,reference_vs_distorted,texture_compression,single/0500_bmlmovi_walk_texture_compression_moderate.mp4,single/0500_bmlmovi_walk_reference.mp4,moderate,reference
1448,0500,bmlmovi_walk,reference_vs_distorted,texture_compression,single/0500_bmlmovi_walk_texture_compression_severe.mp4,single/0500_bmlmovi_walk_reference.mp4,severe,reference
1449,0500,bmlmovi_walk,reference_vs_distorted,motion_blur,single/0500_bmlmovi_walk_motion_blur_mild.mp4,single/0500_bmlmovi_walk_reference.mp4,mild,reference
1450,0500,bmlmovi_walk,reference_vs_distorted,motion_blur,single/0500_bmlmovi_walk_reference.mp4,single/0500_bmlmovi_walk_motion_blur_moderate.mp4,reference,moderate
1451,0500,bmlmovi_walk,reference_vs_distorted,motion_blur,single/0500_bmlmovi_walk_motion_blur_severe.mp4,single/0500_bmlmovi_walk_reference.mp4,severe,reference
1452,0500,bmlmovi_walk,adjacent_severity,jitter,single/0500_bmlmovi_walk_jitter_moderate.mp4,single/0500_bmlmovi_walk_jitter_mild.mp4,moderate,mild
1453,0500,bmlmovi_walk,adjacent_severity,jitter,single/0500_bmlmovi_walk_jitter_moderate.mp4,single/0500_bmlmovi_walk_jitter_severe.mp4,moderate,severe
